Model Name,Release Year,Color,Series
Shark Bite,2017,Red,Street Beasts
Rescue Duty,2015,Lime Yellow,HW City - Rescue
Bone Shaker,2018,Flat Black,50th Anniversary Black & Gold Edition
Grass Chomper,2016,Yellow,HW Ride-Ons
Aristo Rat,2017,Green,Legends Of Speed
Lamborghini Huracan LP 610-4,2015,Yellow,HW Workshop - Garage
Turbot,2017,Yellow,Experimotors
'13 Ford Mustang GT,2016,Yellow,HW Mild To Wild
HW Pursuit,2017,Black,HW Rescue
'69 Chevelle SS 396,2015,White,HW Workshop - Muscle Mania
Monster Dairy Delivery,2017,Burgundy,HW Art Cars
Fiat 500,2018,Matte Orange,HW Daredevils
Scoopa Di Fuego,2014,White,HW City - Goal
Porsche 993 GT2,2016,Metallic Dark Blue,HW Showroom
Aero Pod,2017,Blue,HW Rescue
Loop Coupe,2016,Blue,HW Glow Wheels
2010 Infiniti G37,2013,Plum Metalflake,Mystery Models Series 2
'67 Pontiac GTO,2017,Yellow,Muscle Mania
HW450F,2018,Light Blue,HW Daredevils
'63 Chevy II,2017,Metalflake Pink,HW Flames
Snow Stormers 5-Pack,2016,"White, Green, Red, Grey & Blue",Hot Wheels 5-Pack
HW Speed Graphics 5-Pack,2016,"Grey, Blue, Red, Yellow & Black",Hot Wheels 5-Pack
HW Snow Stormers 5-Pack,2017,"Black, White, Blue, Grey & Green",Hot Wheels 5-Pack
HW Flames 5-Pack,2016,"Red Black, Purple, Orange & Green",Hot Wheels 5-Pack
Night Burnerz 5-Pack,2016,"Black, White, Blue, Yellow & Red",Hot Wheels 5-Pack
HW Exotics 5-Pack,2016,"White, Metalflake Green, Gold, Caramel & Orange",Hot Wheels 5-Pack
Let's Go,2018,Blue,HW Ride-Ons
'55 Corvette,2018,Blue,Then And Now
'82 Nissan Skyline R30,2018,Silver/Black,Factory Fresh
Drift Rod,2018,Transparent Yellow,X-Raycers
Speedy Perez,2018,Red & Blue,HW Sports
Custom Cougar,2018,Spectraflame Bright Orange,HWC Original 16 Series
Bone Shaker,2018,Blue,Legends Of Speed
Custom '62 Chevy Pickup,2017,White,Surf's Up
Cool-One,2017,Red,HW Art Cars
Kenworth Truck,1995,White,Auto-City/Corgi
1985 Honda CR-X,2018,Black With Red & White,Honda Series
'90 Honda Civic EF,2018,Yellow With Red & Black Stripping On Door & Hood,Honda Series
Honda Civic SI,2018,Light Blue,Honda Series
Honda Racer,2018,White,Honda Series
Honda Civic SI,2018,Orange With Black Hood & Rooftop & Orange Stripping,Honda Series
Scorchin' Scooter,2000,Pink & Black,Scorchin' Scooter Deluxe
3-Window '34,2006,Spectraflame Purple,Hot Wheels Classics Series 2
'70 Pontiac GTO Judge,2011,Pearl Yellow,2011 New Models
Hot Bird,1990,Black,1990 Hot Wheels
Loopster,2018,Purple,HW Fun Park
MOVING VAN,1970,GREEN,Heavyweights
Volkswagen Golf MK7,2018,Orange,Then And Now
Hot Wheels High,2017,Blue,HW City Works
'17 Nissan GT-R (R35),2017,Metalflake Dark Grey,Nightburnerz
Pavement Pounders (Porsche Carrera Exclusive),2000,As Shown,Power Transporters
Blastous,2012,Yellow,HW Stunt
Boss Hoss Motorcycle,2012,Black,City Works 5-pack
Amazoom,2016,Green,HW Games
'65 Chevy Impala,2016,White,HW Art Cars
Gotta Go,2017,Aqua Green,Experimotors
Motorized 8x8 Action Command Battle Force Set,1986,As Shown,Action Command - ARCO TOYS
Aisle Driver,2017,Red,HW Ride-Ons
'15 Dodge Charger SRT,2017,Blue,HW Speed Graphics
Formul8r,2014,Yellow,HW Race - Thrill Racers
Lamborghini Urus,2015,Metalflake Dark Red,HW City - Street Power
Skull Crusher,2017,White,Fright Cars
Porsche 934.5,2017,White,Factory Fresh
'56 Chevy,2018,Maroon,Hot Wheels 50th Anniversary Favorites
'52 Chevy,2018,Metalflake Pink,HW Metro
Torque Twister,2014,Matte Light Blue,HW City - Goal
Honda Monkey Z50,2016,Red,HW Moto
Mercedes 500SL,2003,Metallic Red,2003 Hot Wheels
Roller Toaster,2017,Blue,Legends Of Speed
'12 Ford Fiesta,2016,Light Blue,HW Snow Stormers
HW Pursuit,2014,Yellow,HW City - Rescue
1970 Dodge Charger Daytona,1999,ZAMAC,Flyin' Aces Series
Ford GT90 Concept,2006,Black,2006 Hot Wheels
'70 Chevelle SS Wagon,2012,Dark Orange,Team Hot Wheels Top Rides
Off Track,2005,Olive Green,2005 Hot Wheels
Jaded,2012,Metalflake Purple,Team Hot Wheels Top Rides
1970 Dodge Charger Daytona,1999,ZAMAC,Flyin' Aces Series
Boss Hoss Motorcycle,2008,Spectraflame Blue,Hot Wheels Classics Series 4
Boss Hoss Motorcycle,2008,Spectraflame Black,Hot Wheels Classics Series 4
'90 Acura NSX,2016,Blue,Then And Now
Surf Crate,2015,Red,HW City - Surf Patrol
Rocketfire,2019,Gold Chrome,HW Space
'68 El Camino,2011,Orange,Muscle Mania '11
Speed Hauler,2017,Green,Track Stars Haulers
Ice Cream Truck,2006,Chrome,Super Chromes
Bread Box,2012,Blue,Holiday
Mario,2017,"Blue, Red, Tan",Super Mario
Yoshi,2017,White Green Red,Super Mario
'67 Chevy C10,2015,Yellow,HW Workshop - Heat Fleet
Amazoom,2017,Light Blue,HW Art Cars
Dodge Ram 1500,2017,Grey,HW Hot Trucks
Corvette Stingray  (1976),2008,Metalflake Gold,Easter Eggsclusives
Peugeot 405,1997,Metalflake Grey,1997 Hot Wheels
Baja Beetle,2011,Red,Thrill Racers Jungle
'70 Chevelle SS Wagon,2018,Blue,HW Daredevils
2005 Ford Mustang GT,2014,YELLOW,HW City - Mustang 50th
Gotta Go,2018,Pink,Experimotors
Quick Bite,2018,White,Fast Foodie
T-Bird Stocker,1995,Bright Yellow-Green (Plastic Body),Track System 5-Pack
Mad Propz,2018,Green,HW Daredevils
Black Panther,2018,Black,Character Cars - Marvel Black Panther
'90 Acura NSX,2015,Red,HW Workshop - Garage
Repo Duty,2017,Yellow / Green,HW City Works
Lamborghini Sesto Elemento,2016,Turquoise,HW Exotics
Emoticar,2018,Green,Experimotors
'71 AMC Javelin,2018,Red,Hot Wheels 50th Anniversary Favorites
'60's Ford Econoline Pickup,2018,Spectraflame Copper,Hot Wheels 50th Anniversary Favorites
Custom '69 Volkswagen Squareback,2018,Spectraflame Green,Hot Wheels 50th Anniversary Favorites
'71 Datsun Bluebird 510 Wagon,2018,Spectraflame Blue,Hot Wheels - 50th Anniversary Favorites
Zotic,2017,White,HW Art Cars
'67 Pontiac GTO,2017,Black,Muscle Mania
D-Muscle,2015,Red,HW City - Performance
'64 Buick Riviera,2008,Metallic Pink,Treasure Hunts
Nissan Skyline GT-R (R34),2010,Metallic Silver,2010 HW Premiere
'81 Delorean DMC-12,2010,Matte Metallic Gold,2010 HW Premiere
Ferrari FXX,2012,Red,Ferrari 5-Pack (2012)
Probe Funny Car,1993,Red,McDonald's Happy Meal - Hot Wheels Racing
Volkswagen New Beetle Cup,2012,Metalflake Blue,Multipack Exclusive
AMC Javelin AMX,2013,Green,Multipack Exclusive
Volkswagen Beetle,2010,Metallic Gold,2010 New Models
2015 Ford Mustang GT Convertible,2018,Yellow,Muscle Mania
Mazda REPU,2018,White,HW Hot Trucks
Justice League Batmobile,2018,Metalflake Dark Blue,Batman
Custom '01 Acura Integra GSR,2018,White,Nightburnerz
'96 Nissan 180SX Type X,2018,White,Nightburnerz
Kool Kombi,2018,Metalflake Purple,HW Art Cars
Sky Dome,2017,Dark Blue,Experimotors
Ratbomb,2013,Yellow,Mystery Models Series 2
Carbide,2018,Green,Mystery Models - Series 1
Rip Rod,2015,Red,HW Off-Road - Test Facility
Volkswagen Beetle,2017,Teal,Tooned
Aston Martin DBS,2014,Black,Mystery Models
Steel Flame,2013,Metalflake Olive,Mystery Models
Tarmac Attack,2017,Purple,Tooned
Porsche 934 Turbo RSR,2016,Silver,HW Speed Graphics
Knight Draggin',2016,Dark Blue,Street Beasts
Flame Stopper,1998,Fluorescent Pink,Biohazard Series
Rigor Motor,2017,Dark Blue,Fright Cars
'68 COPO Camaro,2015,Metalflake Purple,HW Workshop - Heat Fleet
"Tom ""The Mongoose"" McEwen's Plymouth Duster Funny Car",2002,Blue With White,100% Hot Wheels
Derrike Cope's #30 Pontiac Grand Prix,1998,Black With Silver And Red,Hot Wheels Pro Racing
Bobby Hamilton's #43 Pontiac Grand Prix,1998,Gray,Hot Wheels Pro Racing
Custom Corvette,1997,Black,Spy Print Series
'80s Corvette,1996,Metal Flake Red,1996 Hot Wheels
Corvette Stingray III,1997,Blue,1997 Hot Wheels
Fast Cash,2017,Metalflake Blue,Experimotors
'73 Pontiac Firebird,2016,White,Muscle Mania
'68 Mustang,2018,Dark Gold Mettalic,Tooned
Mustang 1999,1999,Blue,Mexico Exclusive Release
BMW 2002,2016,Black,BMW
'69 Camaro Z28,2017,Yellow,Tooned
Heavy Chevy,2007,Antifreeze Green,Wallgreens 3 Pack Exclusive
'75 Corvette Stingray,2012,Light Green Mettalic,Cars Of The Decades
HW Rapid Responder,2014,Black,Rescue Racers 5-pack
Porsche 918 Spyder,2018,Silver,Factory Fresh
Volkswagen Käfer Racer,2018,Pearl White,Legends Of Speed
'15 Mercedes-AMG GT,2018,Black Metallic,Nightburnerz
Twin Mill,1993,Metallic Grey,Vintage Collection
Twin Mill,1993,Metallic Light Grey,Vintage Collection
GMC Motorhome,2000,Green,HW Racing - RV Series
Twin Mill,1993,Aqua-Marine,Vintage Collection
Custom Cougar,2018,Spectraflame Bright Orange,HWC Original 16 Series
Ford Taurus And Tool Box,1998,Black And Pink,Pro Racing - Pit Crew
'57 Chevy,2002,Metallic Pink,HW Hall Of Fame
'67 Pontiac GTO,2017,Yellow,Muscle Mania
Panoz GTR-1,2000,Metalflake Blue,2000 Hot Wheels
Trak-Tune,2017,Red,Track Builder 5-Pack
'65 Ford Mustang Convertible,1995,White,Father & Son Collection Pack
Chopter Chase,2017,"Yellow Truck, Black Trailer",2017 Track Stars
Rogue Hog,2014,Red,Attack Pack 5-Pack
Rev Rod,2017,Purple,Multipack Exclusive
Bye Focal II,2018,Purple,HW 50 Track Stars
Loop Coupe,2018,Mf Gray,HW 50 Track Stars
HW40,2018,Mf Green,HW 50 Track Stars
Off Track,2018,Red,HW 50 Track Stars
Scoopa Di Fuego,2018,Dark Blue,HW 50 Track Stars
Chicane,2018,Gold,Multipack Exclusive
Muscle Speeder,2015,Magenta,Multipack Exclusive
'12 Corvette Z06,2018,Matte Dark Orange,Multipack exclusive
Subaru Impreza WRX,2018,Metalflake Blue,Car Meet 5-Pack
'55 Chevy Bel Air Gasser,2018,Dark Red,Car Meet 5-Pack
BMW M3,2018,Pearl White,Car Meet 5-Pack
Mitsubishi Eclipse Concept Car,2018,Metalflake Silver,Car Meet 5-Pack
'99 Mustang,2018,Metalflake Black,Car Meet 5-Pack
Volkswagen T2 Pickup,2018,Red,Red Edition
2015 Ford Mustang GT,2018,Red,Red Edition
'72 Ford Ranchero,2018,Metalflake Purple,Themed Assortment - 50th Anniversary Throwback Series 1
Corvette C6,2018,Metalflake Light Blue,Themed Assortment - 50th Anniversary Throwback Series 1
'15 Dodge Challenger SRT,2018,Orange,Themed Assortment - 50th Anniversary Throwback Series 1
Back To The Future Time Machine 2,2018,ZAMAC,Replica Entertainment - Mix 1
Rescue Duty,2017,Orange,HW Rescue
'68 El Camino,2015,Blue,HW Off-Road - Hot Trucks
Rig Heat,2017,Blue & Green,Legends Of Speed
Rocket Box,2018,Lime Green & Purple,Themed Assortment - Spring
Spectyte,2018,Baby Blue,Themed Assortment - Spring
Canyon Carver,2018,Green,Themed Assortment - Spring
Twin Mill III,2018,Orange,Themed Assortment - Spring
Ground FX,2018,Antique Gold,Themed Assortment - Spring
Ultra Rage,2018,Purple,Themed Assortment - Spring
Datsun 620,2018,Zamac,HW Hot Trucks
Turbo Streak,1991,Fluorescent Pink,1991 Hot Wheels
Ford Bronco,2003,Metallic Blue,Final Run
Toyota MR-2 Rally,1993,White,1993 Hot Wheels
Short Nose Sleeper Cab Truck,2003,Black,Pavement Pounder
Time Attaxi,2018,Yellow,HW Metro
Prototype H-24,2017,Yellow,Dragon Blast 5-pack
Formul8r,2017,Mf Dark Blue,Dragon Blast 5-pack
Maximum Leeway,2017,White,Dragon Blast 5-pack
Impavido 1,2017,Mf Purple,Dragon Blast 5-pack
Hypertruck,2017,Red,Dragon Blast 5-pack
Piledriver,2011,Pearl White,2011 Attack Pack 5-Pack
Sting Rod,2011,Metallic Blue,2011 Attack Pack 5-Pack
Invader,2011,Pearl Green,2011 Attack Pack 5-Pack
F1 Racer,2018,Matte Black,Hot Wheels Gift Packs (9 Cars)
Cul8r,2018,Metalflake Black,Multipack Exclusive
'12 Acura NSX Concept,2018,White,Multipack Exclusive
Reventón Roadster,2011,Metalflake Dark Blue,Speed Machines
Power Pipes,2018,Dark Blue,Hot Wheels Gift Packs (9 Cars)
Rev Rod,2018,Dark Candy Blue,Multipack Exclusive
Cool Duel,1990,Bright Yellow,Super California Customs
'67 Hemi Barracuda,2018,Spectraflame Green,HW 50th Originals Collection
Custom '67 Mustang,2018,Spectraflame Red,HW 50th Originals Collection
Volkswagen Beetle,2018,Spectraflame Purple,HW 50th Originals Collection
'93 Camaro,1993,Yellow,HW Racing
Innovator,2003,Red,"McDonald's Happy Meal ""World Race"" Series"
Bold Eagle,1994,Yellow,McDonald's Happy Meal
Evil Weevil,1996,Bright Orange,1996 Hot Wheels
'57 Chevy,1995,Black,Chevrolet 5-Pack
Lamborghini Murcielago,2009,Metalflake Orange,Dream Garage
Tooned Lamborghini Countach,2004,Orange,2004 First Editions
Lamborghini Aventador J,2013,Dark Red,HW Showroom - All Stars
Loopster,2018,Purple,HW Fun Park
H2Go,2017,Red & Gold,HW Rescue
RD-05,2009,Gold Chrome,Track Aces 5-Pack
Subaru Impreza WRX,2014,Red,HW Off-Road - Road Rally
Custom Volkswagen Hauler,2018,Brown,Track Stars Haulers
Bone Shaker,2017,Metalflake Silver Blue,10th Annual Collectors Convention Mexico 1 Of 1
Bone Shaker,2017,Teal,10th Annual Collectors Convention Mexico
Bone Shaker,2017,Bronze,10th Annual Collectors Convention Mexico
Bone Shaker,2017,Bronze,10th Annual Collectors Convention Mexico
Bone Shaker,2008,Dark Orange,Custom Classics
Bone Shaker,2008,Orange,Custom Classics - Altered Egos
Road Rocket,2009,Black,Track Aces 5-Pack
'80s Corvette,1996,Red,Chuck E. Cheese's Exclusive
Lamborghini Countach Pace Car,2018,Red,HW Exotics
'70 Plymouth AAR Cuda,2010,Metallic Blue,Muscle Mania '10
Bone Shaker,2017,Green,10th Annual Collectors Convention Mexico
'55 Chevy,2009,Pearl White And Candy Apple Red,2009 Holiday Car
Drag Dairy,2013,Spectraflame Green,2013 Holiday Car
'69 Dodge Charger Funny Car,2011,Spectraflame Gold And Black,2011 Collector Edition!
Urban Warthog,2018,Tan,Replica Entertainment - Mix 1
Bone Blazers,2018,Black Rig & Grey Trailer,Track Stars Haulers
Bone Shaker,2009,Spectraflame Red,East Coast Collectors Event
Custom Ford Bronco,2011,Red,Desert Race 5-pack
Bone Shaker,2018,Spectraflame Blue,HW 50th Race Team
Higher Education,2018,Yellow,Monster Jam - Tour Favorites
Bone Shaker,2018,Grey,Truckin' Transporters
Mustang Boss Hoss,2018,Spectraflame Blue,Spoilers
Captain America,2018,Blue,Character Cars - Marvel Avengers Infinity War
Gamora,2018,Green Pinstripes,Character Cars - Marvel Avengers Infinity War
Star-Lord,2018,Gray Steel,Character Cars - Marvel Avengers Infinity War
Vision,2018,Maroon And Gold,Character Cars - Marvel Avengers Infinity War
War Machine,2018,Gray Steel,Character Cars - Marvel Avengers Infinity War
Austin Healey,2004,Red,Camouflage 5-Pack
Millennium Falcon,2018,White,Star Wars - Starships
'71 Datsun 510,2018,Spectraflame Pink,18th Annual Collectors Nationals - RLC Party
Mars Rover Curiosity,2014,White,HW City - Planet Heroes
The Mystery Machine,2012,Turquoise,HW Imagination
Muscle Speeder,2016,Orange,Muscle Mania
'71 Dodge Challenger,2015,Metalflake Dark Red,HW Workshop - Muscle Mania
Driftsta,2017,Grey,HW Art Cars
'40 Ford,1999,Orange & White,1999 Hot Wheels
Tail Gunner,2001,White,HW Racing
'40s Woodie,1989,Yellow,1989 Hot Wheels
X-Steam,2018,Gold,Super Chromes
Kick Kart,2018,Red,HW Ride-Ons
Kool Kombi,2018,Metalflake Purple,HW Art Cars
Rally Cat,2018,Orange,HW Daredevils
Mad Propz,2018,"Black, Yellow, Blue",HW Daredevils
Justice League Batmobile,2018,Metalflake Dark Blue,Batman
Rodger Dodger,2003,Blue Enamel,3rd Annual Collectors' Nationals
'16 Cadillac ATS-V R,2018,Red,Legends Of Speed
Chicane,2018,Light Blue,Mystery Models - Series 1
Super Volt,2018,Metallic Red,Mystery Models - Series 1
Ford GT LM,2018,Matte Black,Mystery Models - Series 1
'69 Chevy Camaro Convertible,2015,White,HW Workshop Then And Now
'70 Plymouth Barracuda,2002,Green,MOPAR Performance Parts Series
Lando Calrissian,2018,Yellow,Character Cars - Star Wars
Mountain Mauler,2017,Light Blue,HW Snow Stormers
The Bat,2013,Black,Elite One
Volkswagen T2 Pickup,2017,Tan,HW Art Cars
Custom '15 Ford Mustang,2018,Metalflake Light Purple,Then And Now
Aston Martin One-77,2018,ZAMAC,HW Exotics
Han's Speeder,2018,Dark Blue,Star Wars - Starships
Imperial AT-Hauler,2018,White,Star Wars - Starships
1997 Corvette,2004,White,Pride Rides
'16 Cadillac ATS-V R,2018,Red,Legends Of Speed
Alfa Romeo Giulia Sprint GTA,2018,Metalflake Olive Green,Car Culture - Euro Speed
Roll Patrol - Jeep CJ-7,1999,Yellow,1999 Hot Wheels
'74 Dodge Charger,2004,Light Blue W/ Red,Salute to Petty
Custom '56 Ford F-100 Pink,2013,Pink Pearl,HW Showroom
'67 Camaro,2018,Spectraflame Blue,HW 50th Originals Collection
1968 Cougar,2018,Spectraflame Gold,HW 50th Originals Collection
Quad Rod,2017,Teal,HW Moto
Rigor Motor,2018,Light Green,Multipack Exclusive
'85 Chevrolet Camaro IROC-Z,2018,Pearl Dark Yellow,Themed Assortment - 50th Anniversary Throwback Series 1
Porsche 993 GT2,2018,Silver,Car Culture - Euro Speed
Mercedes-Benz 190E 2.5-16,2018,Black,Car Culture - Euro Speed
BMW M1 Procar,2018,Black,Car Culture - Euro Speed
Audi R8 LMS,2018,White,Car Culture - Euro Speed
2015 Ford Mustang GT Convertible,2017,Red,Factory Fresh
'52 Chevy,2018,Pink,HW Metro
Dieselboy,2018,Metalflake Lime Green,Multipack Exclusive
Rivited,2018,Mf Silver,Hot Wheels Gift Packs (9 Cars)
Lamborghini Veneno,2015,Metallic Dark Red,HW Workshop - Thrill Racers
Lamborghini Urus,2016,Metallic Dark Blue,HW Hot Trucks
Deadshot,2016,Red,Character Cars - DC Comics
The Joker GT,2016,White,Character Cars - DC Comics
The Penguin,2016,Black,Character Cars - DC Comics
'82 Corvette Stingray,2018,Purple,Hot Wheels Gift Packs (9 Cars)
Sharkruiser,2017,Mf Gray,Hot Wheels Gift Packs (9 Cars)
Harley Quinn,2016,Red & Black,Character Cars - DC Comics
Robin,2016,Green & Red,Character Cars - DC Comics
3-Window '34,2006,Black,Mainline
Tow Jam,2008,Metalflake Light Blue,Rescue Rods 5-Pack
Old Number 5.5,2008,Red,Rescue Rods 5-Pack
Mega-Duty,2009,Grey / Black,Color Shifters
Lamborghini Countach,1988,White,1988 Hot Wheels
Morris Wagon,2012,White,The Hot Ones
'70 Plymouth Superbird,2007,Spectraflame Copper,Hot Wheels Classics Series 3
'63 Split Window,1988,Lime Green,Color Racers
25th Anniversary Lamborghini Countach,2001,Metalflake Blue,25th Anniversary
'90 Acura NSX,2016,Metalflake Dark Blue,Then And Now
Bump Around,2018,Burgundy,HW Fun Park
Rise 'N Climb,2018,Blue,HW 50th Race Team
Justice League Batmobile,2018,Metalflake Dark Blue,Batman
Indy 500 Oval,2018,Zamac,Legends Of Speed
#44 Pontiac Grand Prix - Kyle Petty,2000,Chrome,HW Racing - DELUXE
Trading Card - Kyle Petty,2000,As Shown,HW Racing - DELUXE
'70 Chevy Chevelle,2015,Metalflake Dark Blue,HW Workshop - Speed Team
Custom Datsun 240Z,2017,White,Factory Fresh
Off-Duty,2017,White And Blue,HW Rescue
Corvette C7.R,2018,Zamac,HW Speed Graphics
Aero Pod,2015,Green,HW Off-Road - Jungle Rally
'83 Chevy Silverado,2015,Orange,HW City - Performance
Imperial Arrestor Cruiser,2018,Satin White,Star Wars - Starships
Ford Transit Supervan,2018,Metalflake Brown,Pop Culture - Disney
Volkswagen T1 Panel Bus,2018,Metalflake Dark Purple,Pop Culture - Disney
Ford GTX-1,2011,Green,Clover Cars
'10 Camaro SS,2010,Metal Flake Gray,HW Garage '10
'10 Camaro SS,2015,"Metallic, Red",Multipack Exclusive
'62 Ford Mustang Concept,2011,Black,Hot Wheels Garage - Ford
'57 Chevy,1990,Bright Orange,California Customs
Deco Delivery,2018,Metalflake Dark Blue,Pop Culture - Disney
'55 Chevy Panel,2018,Metalflake Light Green,Pop Culture - Disney
'34 Dodge Delivery,2018,Metalflake Blue,Pop Culture - Disney
Subaru Impreza,2007,White,Track Stars
'66 Super Nova,2018,Spectraflame Copper,18th Annual Collectors Nationals
'66 Super Nova,2018,Spectraflame Copper,18th Annual Collectors Nationals
'55 Chevy Bel Air Gasser,2018,Spectraflame Gold,18th Annual Collectors Nationals
'83 Chevy Silverado,2018,Red,18th Annual Collectors Nationals
Volkswagen T1 Rockster,2018,Yellow,18th Annual Collectors Nationals (Dinner Car)
Volkswagen T1 Rockster,2018,Yellow,18th Annual Collectors Nationals (Dinner Car)
Mitsubishi Lancer Evolution,2019,"Yellow When Cold, Red When Warm",Color Shifters
'62 Chevy Corvette,2018,Black,18th Annual Collectors Nationals
Chewbacca,2018,Brown,Character Cars - Star Wars
Nissan Skyline GT-R (R34),2018,White,Themed Entertainment - Gran Turismo
Renault Sport R.S. 01,2018,Grey,Themed Entertainment - Gran Turismo
2008 Lancer Evolution,2018,Yellow,Themed Entertainment - Gran Turismo
'14 Corvette Stingray,2018,Blue,Themed Entertainment - Gran Turismo
Renault Megane Trophy,2018,Blue,Themed Entertainment - Gran Turismo
BMW M4,2018,White,Themed Entertainment - Gran Turismo
Ford GT,2018,White,Themed Entertainment - Gran Turismo
McLaren F1 GTR,2018,Orange,Themed Entertainment - Gran Turismo
Quad Rod,2018,Metallic Green,HW Moto
'65 Corvette,2011,Light Blue,10-pack Exclusive
Baja Breaker,2011,Metalflake Green,Desert Race 5-pack
Custom '07 Ford Mustang,2012,Blue,Heat Fleet 5-pack
Bronco 4-Wheeler,1982,Black,1982 Hot Wheels
1970 Olds 442,1994,Black,Limited Editions - Blue Card
Dodge Viper RT/10,2017,White,Then And Now
Ram 1500,2018,Red,HW Hot Trucks
'71 Dodge Demon,2014,Metalflake Orange,HW Workshop - Heat Fleet
2011 ZL1 Camaro,2011,"Spectraflame, Green Yellow",2011 HWC/RLC Exclusive SEMA PROMO
Street Beasts 5-Pack,2017,"Black, Metalflake Purple, Gold, Pearl Red & Pearl Green",Hot Wheels 5-Pack
Proformer,1985,Red,X-V Racers
HW Formula Space 5-Pack,2016,"Silver, Blue, Gold. Orange & White",Hot Wheels 5-Pack
Police Pursuit 5-Pack,2016,"White, Pearl Pink, Grey, Blue & Black",Hot Wheels 5-Pack
Stunt Circuit 5-Pack,2016,"Pearl Pink, Yellow, White, Green & Grey",Hot Wheels 5-Pack
Dragon Blast 5-Pack,2017,"Yellow, Blue, White, Purple & Red",Hot Wheels 5-Pack
2017 Camaro ZL1,2018,Spectraflame Green,Muscle Mania
Kylo Ren,2017,Black,Character Cars - Star Wars The Last Jedi
Chewbacca,2017,Brown,Character Cars - Star Wars The Last Jedi
'12 Ford Fiesta,2015,Burgundy,HW Off-Road - Road Rally
'15 Ford F-150,2017,Yellow,HW Rescue
'15 Ford F-150,2017,Yellow,HW Rescue
Custom Ford Maverick,2018,Metalflake Dark Blue,Factory Fresh
Porsche 911 GT3 RS,2017,Lime Green,Nightburnerz
Porsche 993 GT2,2017,Orange,Factory Fresh
Boba Fett's Slave I,2017,Grey,Star Wars - Carships - The Last Jedi
Luke Skywalker,2018,Orange,Character Cars - Star Wars The Last Jedi
Bone Shaker,2008,Primer Gray,Truckin' Transporters
Rise 'N Climb,2018,Blue,HW 50th Race Team
Porsche 911,2001,Metallic Dark Blue,Final Run Series
Lotus Esprit S1,2018,Black,HW Exotics
'71 El Camino,2018,White,50th Anniversary Stars & Stripes Series
'77 Pontiac Firebird T/A,2018,Metalflake Silver,50th Anniversary Stars & Stripes Series
Custom '56 Ford Truck,2018,Light Blue,50th Anniversary Stars & Stripes Series
'67 Chevy C10,2018,Dark Red,50th Anniversary Stars & Stripes Series
'67 Pontiac GTO Convertible,2018,White,50th Anniversary Stars & Stripes Series
'69 Dodge Coronet Super Bee,2018,Metalflake Maroon,50th Anniversary Stars & Stripes Series
'65 Mustang 2+2 Fastback,2018,Red,50th Anniversary Stars & Stripes Series
Kool Kombi,2018,Metalflake Purple,HW Art Cars
'66 Chevy Nova,2018,Metalflake Dark Blue,50th Anniversary Stars & Stripes Series
'69 Dodge Charger,2018,Black,50th Anniversary Stars & Stripes Series
'69 Corvette,2018,Dark Blue,50th Anniversary Stars & Stripes Series
Hot Wheels Ford Transit Connect,2018,Blue,HW Art Cars
Custom Ford Maverick,2018,Metalflake Dark Blue,Factory Fresh
2015 Ford Mustang GT,2018,White,HW Speed Graphics
Loopster,2018,Purple,HW Fun Park
Datsun 240Z,2015,White,HW Workshop - Then And Now
'77 Pontiac Firebird,2017,White,HW Flames
Lamborghini Gallardo LP 560-4,2014,Metal-Flake Charcoal,City - Color Shifters
Sonic Special,2004,Red,Final Run
'56 Chevy,2009,Green And White,Larry's Garage Holiday
Hot Wheels Ford Transit Connect,2018,Blue,HW Art Cars
'32 Ford,2018,Orange,HW Flames
Purple Passion,1990,Purple Metallic,New Model
Quad Rod,2018,Snowflake Green,HW Moto
'71 Porsche 911,2018,White,Nightburnerz
Morris Mini,2018,Midnight Bue,Nightburnerz
Turbo Rooster,2017,White,Street Beasts
Altered Ego,2018,Metalflake Grey,HW Art Cars
Dodge Charger Daytona,2018,Red,Muscle Mania
Nissan Skyline 2000 GT-R,2018,Metallic Blue,Then And Now
'69 Dodge Charger 500,2018,Spectraflame Blue,Muscle Mania
Volkswagen Caddy,2016,Red,HW Showroom
Jaguar XJ220,2018,Metalflake Green,HW Exotics 5-Pack
McLaren F1 GTR,2018,Pearl White,HW Exotics 5-Pack
Aston Martin DBS,2018,Dark Blue,HW Exotics 5-Pack
Lamborghini Sesto Elemento,2018,Satin Metalflake Gold,HW Exotics 5-Pack
Renault Sport R.S. 01,2018,Metalflake Orange,HW Exotics 5-Pack
Chevy Camaro Concept,2013,"Transparent, Blue","Hot Wheels 5-Pack Cars, 2013 5-Pack Cars, Hot Wheels Test Facility (HWTF)"
2013 Hot Wheels Chevy Camaro Special Edition,2013,"Spectraflame, Blue","Hot Wheels SEMA Promo, Autoshow Exclusive, Promo 2012"
2013 Hot Wheels Chevy Camaro Special Edition,2014,"Metallic, Red","Hot Wheels Mainline, 2014 Hot Wheels Mainline, 2014 HW Workshop - HW Garage"
Chevy Camaro Concept,2012,Black,"Hot Wheels 5-Pack Cars, 2012 5-Packs, Indianapolis 500"
Blastous II,2013,Black,2013 Hot Wheels
Hammered Coupe,2007,Metalflake Light Blue,Heat Fleet 5-pack
BMW Z3 Roadster,2001,Teal,2001 Hot Wheels
'40 Ford Truck,2001,Black & White,Harley-Davidson 5-Pack
'65 Corvette,2003,Yellow,Raptor Blast 5-pack
