Model Name,Release Year,Color,Series
Sandblaster,2012,Orange,HW Code Cars 12
C6 Corvette,2012,Metalflake Silver,HW Code Cars 12
Dodge Challenger Drift Car,2012,Orange,HW Code Cars 12
Dodge Challenger Drift Car,2012,White,HW Code Cars 12
Scion XB,2012,Transparent Purple,HW Code Cars 12
'07 Shelby GT-500,2012,Pearl Dark Yellow,HW Code Cars 12
'07 Ford Shelby GT-500,2012,Metalflake Purple,HW Code Cars '12
Dirty Outlaw,2012,Aqua,HW Code Cars 12
2006 Dodge Viper Coupe,2012,Metalflake Green,HW Code Cars 12
Snow Ride,2012,Black,HW Code Cars 12
Canyon Carver,2012,Matte Light Blue,HW Code Cars 12
Buzzerk,2012,Translucent Red,HW Code Cars 12
Formula Street,2012,Lime Green & Yellow,HW Code Cars 12
Formula Street,2012,Purple & White,Mystery Models
Tread Air,2012,Burnt Orange,HW Code Cars 12
Teegray,2012,Purple,HW Code Cars 12
Fangula,2012,Metalflake Black,HW Code Cars 12
Fangula,2012,Dark Blue,Super Speeders
Fangula,2012,Red,2012 Happy Halloween
Semi-Psycho,2012,Metalflake Red,HW Code Cars 12
Yur So Fast,2012,Metalflake Dark Blue,HW Code Cars 12
Yur So Fast,2012,Orange,Mystery Models
Invader,2012,Matte Olive Green,HW Code Cars 12
Go Kart,2012,Orange,HW Code Cars 12
Cool-One,2012,Metalflake Olive,HW Code Cars 12
Cool-One,2012,Metalflake Olive,HW Code Cars 12
Cool-One,2012,Green,Nostalgic Brands - Atari
Twinduction,2012,Metalflake Gold,HW Code Cars
Twinduction,2012,Metalflake Teal,Mystery Models
Asphalt Assault,2012,Metalflake Teal,HW Code Cars 12
'67 Shelby GT-500,2010,Metalflake Blue,2010 New Models
'67 Shelby GT-500,2010,Metalflake Dark Green,2010 New Models
'67 Shelby GT-500,2010,Metallic Pearl White,2010 New Models
Tooligan,2010,Chrome,2010 New Models
Tooligan,2010,Gold Chrome,2010 New Models
Tooligan,2010,Dark Chrome,2010 New Models
'67 Pontiac Firebird 400,2010,Metalflake Light Green,2010 New Models
'67 Pontiac Firebird 400,2010,Red,2010 New Models
'67 Pontiac Firebird 400,2010,Red,2010 New Models
'67 Pontiac Firebird 400,2010,Red,2010 New Models
'67 Pontiac Firebird 400,2010,Metalflake Blue,2010 New Models
Volkswagen Beetle,2010,Metalflake Dark Blue,2010 New Models
'Tooned' VW Bug,2010,Metalflake Dark Blue,2010 New Models
Volkswagen Beetle,2010,Metalflake Dark Red,2010 New Models
Volkswagen Beetle,2010,Metalflake Burgundy,2010 New Models
Volkswagen Beetle,2010,Metalflake Burgundy,2010 New Models
Volkswagen Beetle,2010,Metalflake Gold,2010 New Models
Volkswagen Beetle,2010,Metalflake Gold,HW Premiere
Scorcher,2010,Deep Blue,2010 New Models
Scorcher,2010,Deep Blue,2010 New Models
Scorcher,2010,Metalflake Orange Red,2010 New Models
Scorcher,2010,Metalflake Purple,2010 New Models
Torque Twister,2010,Metalflake Orange,2010 New Models
Torque Twister,2010,Metalflake Purple,2010 New Models
Torque Twister,2010,Matte Metalflake Light Blue,2010 New Models
Nissan Skyline GT-R (R34),2010,Metalflake Silver,2010 New Models
Nissan Skyline GT-R (R34),2010,Metalflake Blue,2010 New Models
Fangula,2010,Metalflake Purple,2010 New Models
Fangula,2010,Metalflake Gold,2010 New Models
Fangula,2010,Metalflake Black,2010 New Models
'10 Ford Shelby GT500,2010,Metalflake Blue,2010 New Models
'10 Ford Shelby GT500,2010,Metalflake Gray,2010 New Models
'10 Ford Shelby GT500,2010,Pearl Yellow,2010 New Models
Tail Dragger,2008,White,Since '68 - Top 40
'09 Cadillac CTS-V,2010,Metalflake Black,2010 New Models
Cadillac CTS-V,2010,Metalflake Maroon,2010 New Models
Cadillac CTS-V,2010,Metalflake Silver,2010 New Models
Snow Ride,2010,Orange,2010 New Models
Snow Ride,2010,Purple,2010 New Models
Spider Rider,2010,Pearl Light Brown,2010 New Models
Spider Rider,2010,Yellow,2010 New Models
Spider Rider,2010,Yellow,2010 New Models
Bread Box,2010,White,2010 New Models
Bread Box,2010,Red,2010 New Models
Bread Box,2010,Blue,2010 New Models
Porsche 911 GT2,2010,Black,HW Premiere
Porsche 911 GT2,2011,Gray,2010 New Models
'81 DeLorean DMC-12,2010,Metalflake Silver,2010 New Models
'81 DeLorean DMC-12,2010,Brushed Metalflake Bronze,2010 New Models
'81 DeLorean DMC-12,2010,Black,2010 New Models
Yur So Fast,2010,Pearl Green,2010 New Models
Yur So Fast,2010,Pearl White,2010 New Models
Ducati 1098R,2010,White,2010 New Models
Ducati 1098R,2010,White,HW Premiere
Rapid Response,2010,Pearl White,2010 New Models
Rapid Response,2010,Red,2010 New Models
Rapid Response,2010,Yellow,2010 New Models
'09 Corvette Stingray Concept,2010,Metalflake Gray,2010 New Models
'09 Corvette Stingray Concept,2010,Yellow,2010 New Models
'09 Corvette Stingray Concept,2010,Metalflake Steel Blue,2010 New Models
Formula Street,2010,Metalflake Yellow,2010 New Models
Formula Street,2010,Metalflake Blue,2010 New Models
Sting Rod II,2010,Yellow,2010 New Models
Sting Rod II,2010,Black,2010 New Models
Sting Rod II,2010,Red,2010 New Models
'08 Viper SRT10 ACR,2010,Red,2010 New Models
'08 Viper SRT10 ACR,2010,White,2010 New Models
'08 Viper SRT10 ACR,2010,Black,2010 New Models
Lamborghini Reventón Roadster,2010,Metalflake Dark Gray,2010 New Models
Lamborghini Reventón Roadster,2010,Metalflake Dark Yellow,2010 New Models
Back Slider,2010,Metalflake Red,2010 New Models
Back Slider,2010,Metalflake Green,2010 New Models
Back Slider,2010,Metalflake Gray,2010 New Models
Ghostbusters Ecto-1,2010,White,2010 New Models
Ghostbusters Ecto-1,2010,White,SDCC Exclusive
Teegray,2010,Black,2010 New Models
Teegray,2010,Pearl White,2010 New Models
Sandblaster,2010,Olive Green,2010 New Models
Sandblaster,2010,Tan,2010 New Models
Sandblaster,2010,Tan,2010 New Models
Sandblaster,2010,Matte White,2010 New Models
'62 Ford Mustang Concept,2010,White,2010 New Models
'62 Ford Mustang Concept,2010,Yellow,2010 New Models
'62 Ford Mustang Concept,2010,Red,2010 New Models
Howlin' Heat,2010,Metalflake Gold,2010 New Models
Howlin' Heat,2010,Metalflake Black,2010 New Models
'49 Drag Merc,2010,Metalflake Purple,2010 New Models
'49 Drag Merc,2010,Metalflake Dark Red,2010 New Models
Salt Shaker,2010,Chrome,2010 New Models
Salt Shaker,2010,Cream,2010 New Models
Salt Shaker,2010,Cream,HW Premiere
'10 Infiniti G37,2010,Light Blue,2010 New Models
'10 Infiniti G37,2010,Red,2010 New Models
'71 Maverick Grabber,2010,Orange,2010 New Models
'71 Maverick Grabber,2010,Blue,2010 New Models
'71 Maverick Grabber,2010,Gold,2010 New Models
Ferrari 458 Italia,2010,Red,HW Premiere
Ferrari 458 Italia,2010,Yellow,2010 New Models
Scoopa Di Fuego,2010,Silver,2010 New Models
Scoopa Di Fuego,2010,Dark Red,2010 New Models
'71 Dodge Charger,2010,Orange,2010 New Models
'71 Dodge Charger,2010,Yellow,2010 New Models
'71 Dodge Charger,2010,Lime Green,2010 New Models
Nissan 370Z,2010,Pearl Yellow,2010 New Models
Nissan 370Z,2010,Blue,2010 New Models
Custom '10 Camaro SS,2010,Orange,2010 New Models
Custom '10 Camaro SS,2010,Green,2010 New Models
Tyrrell P34 Six Wheeler,2010,Blue,2010 New Models
Tyrrell P34 Six Wheeler,2010,White,2010 New Models
'86 Monte Carlo SS,2010,Black,2010 New Models
Toyota Land Cruiser FJ40,2010,Yellow,2010 New Models
Toyota Land Cruiser FJ40,2010,Blue,2010 New Models
Batmobile,2010,Black,2010 New Models
Dodge Charger Drift Car,2010,Metalflake Dark Blue,2010 New Models
Dodge Charger Drift Car,2010,Metalflake Silver,2010 New Models
Dodge Charger Drift Car,2010,Metalflake Silver,2010 New Models
Dodge Charger Drift Car,2010,Metalflake Black,2010 New Models
'67 Chevelle SS 396,2010,Metalflake Dark Red,New Models
'67 Chevelle SS 396,2010,Metalflake Gold,2010 New Models
'67 Chevelle SS 396,2010,Metalflake Gold,2010 New Models
'67 Chevelle SS 396,2010,Metalflake Light Blue,2010 New Models
Custom '53 Cadillac,2010,Metalflake Pink,Treasure Hunts '10
Custom '53 Cadillac,2010,Spectraflame Magenta,TREA$URE HUNT$ '10
Chevroletor,2010,Dark Red And White,Treasure Hunts '10
Chevroletor,2010,Spectraflame Dark Red And White,TREA$URE HUNT$ '10
Classic Packard,2010,Metalflake Blue And Matte Black Roof,Treasure Hunts '10
Classic Packard,2010,Spectraflame Blue And Matte Black Roof,TREA$URE HUNT$ '10
Ratbomb,2010,Silver,Treasure Hunts '10
Ratbomb,2010,Spectraflame Gray,Trea$ure Hunt$ '10
Ratbomb,2010,Red,Garage (Larry's Garage)
Ratbomb,2010,Matte Burnt Orange And Matte Black,Garage (Larry's Garage)
Ratbomb,2010,Metalflake Purple,Garage (Larry's Garage)
"Shelby Cobra ""Daytona"" Coupe",2010,Orange,Treasure Hunts '10
"Shelby Cobra ""Daytona"" Coupe",2010,Spectraflame Dark Orange,TREA$URE HUNT$ '10
Gangster Grin,2010,Metalflake Purple,Treasure Hunts '10
Gangster Grin,2010,Spectraflame Purple,Trea$ure Hunt$ '10
Ford GTX-1,2010,Metalflake Gold,Speed Machines
Ford GTX-1,2010,Orange,Speed Machines
Ford GTX1,2010,Metalflake Blue,Treasure Hunts '10
Ford GTX-1,2010,Spectraflame Blue,TREA$URE HUNT$ '10
Old Number 5.5,2010,Red,Treasure Hunts '10
Old Number 5.5,2010,Spectraflame Red,TREA$URE HUNT$ '10
'69 Ford Torino Talladega,2010,Metalflake Dark Green,Treasure Hunts '10
'69 Ford Torino Talladega,2010,Spectraflame Olive,TREA$URE HUNT$ '10
Chevy Camaro Concept,2010,Metalflake Orange And White,Treasure Hunts '10
Chevy Camaro Concept,2010,Spectraflame Orange And White,TREA$URE HUNT$ '10
Baja Beetle,2010,Matte Black And Pearl Yellow,Treasure Hunts '10
Baja Beetle,2010,Matte Black And Spectraflame Yellow,TREA$URE HUNT$ '10
'69 Ford Mustang,2010,Metalflake Green,Treasure Hunts '10
'69 Ford Mustang,2010,Spectraflame Green,TREA$URE HUNT$ '10
'69 Ford Mustang,2010,Orange,24th Annual Collectors Convention
Twin Mill III,2010,Metalflake Lime Green,Track Stars '10
Acura NSX,2010,Metalflake Gold,Track Stars '10
Acura NSX,2010,Lime Green,Speed Machines
Acura NSX,2010,Metalflake Red And White,Speed Machines
Prototype H-24,2010,Metalflake Dark Red,Track Stars '10
Impavido 1,2010,Red,Track Stars '10
Mitsubishi Double Shotz,2010,Pearl Metalflake Green,Track Stars '10
Side Draft,2010,Satin Lime Green,Track Stars '10
Power Pistons,2010,Chrome,Track Stars '10
Hollowback,2010,Pearl White,Track Stars '10
Drift King,2010,Olive Green,Track Stars '10
Split Vision,2010,Pearl White With Black,Track Stars '10
Motoblade,2010,Clear Blue And Metalflake Blue,Track Stars '10
Dieselboy,2010,Matte Blue,Track Stars '10
2010 Ford Mustang GT,2010,Blue,HW Garage '10
2010 Ford Mustang GT,2010,Black,HW Garage '10
Chevy Silverado,2010,Satin Orange,HW Garage
Chevy Silverado,2010,Metalflake Purple,HW Garage
Chevy Silverado,2010,Metalflake Purple,HW Garage
Lamborghini Reventón,2010,Matte Black,Speed Machines
Lamborghini Reventón,2010,Lime Green,Speed Machines
Lamborghini Reventón,2010,Pearl Green,HW Garage
Lamborghini Reventón,2010,Orange,HW Garage
Dune It Up,2010,Pearl Metalflake Green,HW Garage '10
'40s Woodie,2010,Metalflake Blue & Tan,HW Garage '10
'40s Woodie,2010,Yellow,HW Garage '10
'10 Camaro SS,2010,Metalflake Orange,HW Garage '10
'10 Camaro SS,2010,Metalflake Red,HW Garage '10
'10 Camaro SS,2010,Metalflake Gray,HW Garage '10
'10 Camaro SS,2010,Metalflake Gray,HW Garage '10
'10 Camaro SS,2010,Electric Blue,HW Garage '10
Go Kart,2010,Matte Blue,HW Garage '10
Ferrari 330 P4,2010,Red,HW Garage
H2Go,2010,Black,HW Garage
La Fasta,2010,Metalflake Silver,HW Garage '10
AMC Javelin AMX,2010,Metalflake Red,Muscle Mania '10
AMC Javelin AMX,2010,Metalflake Blue,Muscle Mania '10
AMC Javelin AMX,2010,Lime Green,Muscle Mania '10
'70 Plymouth AAR Cuda,2010,White,Muscle Mania '10
'70 Plymouth AAR Cuda,2010,White,Muscle Mania '10
'70 Plymouth AAR Cuda,2010,Metalic Blue,Muscle Mania '10
'70 Plymouth AAR Cuda,2010,Yellow,Muscle Mania '10
'69 Cougar Eliminator,2010,Metalflake Lime Green,Muscle Mania '10
'69 Cougar Eliminator,2010,Metallic Silver,Muscle Mania '10
'66 Ford Fairlane GT,2010,Pearl Yellow And Black,Muscle Mania '10
'66 Ford Fairlane GT,2010,Red,Muscle Mania '10
'66 Ford Fairlane GT,2010,Metalflake Electric Blue,Muscle Mania '10
'66 Ford Fairlane GT,2010,Metalflake Dark Red,Muscle Mania '10
'70 Buick GSX,2010,Electric Blue,Muscle Mania '10
'64 Chevy Corvette Stingray,2007,Metallic Silver,Since '68 - Muscle Cars
'70 Buick GSX,2010,Metalflake Olive Green,Muscle Mania '10
'70 Buick GSX,2010,Orange,Muscle Mania '10
'69 Pontiac GTO,2010,Metalflake Olive Green,Garage (Phil's Garage)
'69 Pontiac GTO,2010,Metalflake Gold,Garage (Phil's Garage)
'69 Pontiac GTO,2009,Metalflake Plum,Garage (Phil's Garage)
'69 Pontiac GTO Judge,2010,Metalflake Orange,Muscle Mania '10
'69 Pontiac GTO,2010,Metalflake Pearl Yellow,Muscle Mania 10
'67 Dodge Charger,2010,Metalflake Blue,Muscle Mania '10
'67 Dodge Charger,2010,Metalflake Gold,Muscle Mania '10
'67 Dodge Charger,2010,Metalflake Maroon,Muscle Mania '10
'67 Dodge Charger,2010,Metalflake Purple,Muscle Mania '10
'67 Camaro,2010,Black,Muscle Mania 10
'67 Camaro,2010,Orange,Muscle Mania '10
'67 Camaro,2010,Spectraflame Magenta,HWC Series 9 - Neo-Classics
'67 Camaro,2010,White,2010 Color Shifters
'70 Plymouth Superbird,2010,Matte Green,Muscle Mania '10
'70 Plymouth Superbird,2010,Matte Green,Muscle Mania '10
'70 Plymouth Superbird,2010,White,Muscle Mania '10
'70 Plymouth Superbird,2010,Metal Flake Lime Green,Muscle Mania '10
'69 Pontiac Firebird T/A,2010,Red,10-Pack Exclusive
'69 Pontiac Firebird T/A,2010,Black,Muscle Mania '10
'69 Pontiac Firebird T/A,2010,Metallic Blue,Muscle Mania 10
'69 Pontiac Firebird T/A,2010,Metalflake Aqua,Muscle Mania '10
Super Gnat,2010,Metalflake Purple,Night Burnerz '10
Super Gnat,2010,Metalflake Purple,Night Burnerz '10
'70 Chevelle SS,2010,Metalflake Red,Garage (Phil's Garage)
'70 Chevelle SS,2010,Metalflake Blue,Garage (Phil's Garage)
'70 Chevelle SS,2010,Black,Garage (Phil's Garage)
'70 Chevelle SS,2010,Metalflake Gray,Garage 30 Car Set
'70 Chevelle SS,2010,Yellow,Nightburnerz '10
'70 Chevelle SS,2010,Metalflake Burnt Orange,Nightburnerz '10
'70 Chevelle SS,2010,Metalflake Steel Blue,10th Annual Collectors Nationals
2008 Lancer Evolution,2010,Matte Dark Orange,10-Pack Exclusive
2008 Lancer Evolution,2010,Metalflake Dark Red And Black,Speed Machines
2008 Lancer Evolution,2010,Pearl White And Black,Speed Machines
2008 Lancer Evolution,2010,Metalflake Blue,Nightburnerz '10
2008 Lancer Evolution,2010,Metalflake Green,Nightburnerz '10
2008 Lancer Evolution,2010,Light Blue And White,Color Shifters Creatures
Asphalt Assault,2010,Metalflake Orange,Nightburnerz '10
Asphalt Assault,2010,Metalflake Orange,Nightburnerz '10
2009 Nissan GT-R,2010,Metalflake Burnt Orange,Speed Machines
2009 Nissan GT-R,2010,Black,Speed Machines
2009 Nissan GT-R,2010,Black,Nightburnerz '10
'70 Plymouth Road Runner,2010,Metalflake Silver,Nightburnerz '10
'70 Plymouth Road Runner,2010,Metalflake Gold,Nightburnerz '10
'70 Plymouth Roadrunner,2010,Matte Metalflake Light Gray,Garage - (Wayne's Garage)
'70 Plymouth Roadrunner,2010,White,Garage - (Wayne's Garage)
'70 Plymouth Roadrunner,2010,Lime Green,Wayne's Garage
'67 Custom Mustang,2010,Red,Nightburnerz '10
Custom '67 Mustang,2010,Blue,Nightburnerz '10
24/Seven,2010,Metalflake Dark Red,Nightburnerz '10
Datsun Bluebird 510,2010,Pearl White,Night Burnerz '10
Datsun Bluebird 510,2010,Yellow,Night Burnerz '10
Volkswagen Golf GTI,2010,Metalflake Green,Nightburnerz '10
Ground FX,2010,Dark Yellow,HW Performance '10
Dodge Challenger SRT8,2010,Metalflake White,HW Performance '10
Dodge Challenger SRT8,2010,Metalflake Black,HW Performance '10
Dodge Challenger SRT8,2010,Metalflake Blue,HW Performance '10
Camaro Convertible Concept,2010,Green,HW Performance '10
Camaro Convertible Concept,2010,Silver,HW Performance '10
Pro Stock Firebird,2010,Blue,HW Performance '10
Pro Stock Firebird,2010,Red,HW Performance '10
'57 Chevy Bel Air,2010,Black,HW Performance '10
'57 Chevy Bel Air,2010,Red,HW Performance '10
'57 Chevy Bel Air,2010,Metalflake Gold And Black,HW Performance '10
'57 Chevy Bel Air,2010,Metalflake Copper,Garage (Wayne's Garage)
'57 Chevy Bel Air,2010,Matte Black,Garage (Wayne's Garage)
'57 Chevy Bel Air,2010,Metalflake Steel Blue,Garage (Wayne's Garage)
'57 Chevy Bel Air,2010,Lime Green,Garage 30 Car Set
Pass'n Gasser,2010,Dark Red,HW Performance '10
Pass'n Gasser,2010,Dark Red,HW Performance '10
Pass'n Gasser,2010,Metalflake Dark Green,HW Performance '10
Pass'n Gasser,2010,Yellow,HW Performance '10
Pass'n Gasser,2010,White,Garage (Larry's Garage)
Pass'n Gasser,2010,Metalflake Red,Garage (Larry's Garage)
Pass'n Gasser,2010,Black,Garage (Larry's Garage)
Pass'n Gasser,2010,Metalflake Yellow And Lime Green,Garage 30 Car Set
'92 Ford Mustang,2010,Metalflake Dark Red,HW Performance '10
'92 Ford Mustang,2010,Dark Blue,HW Performance '10
'41 Willys,2010,Metalflake Burnt Orange And Matte Black,Garage (Phil's Garage)
'41 Willys,2010,Metalflake Silver And Metalflake Purple,Garage (Phil's Garage)
'41Pro Mod Willys,2010,Metalflake Black And Metalflake Gray,Garage (Phil's Garage)
'41 Willys,2010,Matte Metalflake Silver And Metalflake Lime Green,Garage 30 Car Set
'41 Willys,2010,Yellow,HW Performance 10
'41 Willys,2010,Yellow,HW Performance 10
'41 Willys,2010,Metalflake Silver,HW Performance 10
'41 Willys,2010,Metalflake Silver,HW Performance 10
'41 Willys,2010,Metalflake Green,HW Performance '10
'56 Ford Truck,2010,Metalflake Dark Blue And White,Delivery - Slick Rides
'56 Ford Truck,2010,Red,Delivery - Slick Rides
'56 Ford F-100,2010,Red,HW Performance '10
'56 Ford F-100,2010,Metalflake Gray,HW Performance '10
'56 Ford F-100,2010,Metalflake Gray,HW Performance '10
'56 Ford F-100,2010,Metalflake Purple,HW Performance '10
Dodge Ram 1500,2010,Pearl White,HW Performance '10
Dodge Ram 1500,2010,Metalflake Dark Red,HW Performance '10
Dodge Ram 1500,2010,Electric Blue,HW Performance '10
'07 Cadillac Escalade,2010,Dark Red,Hot Haulers 5-Pack
Cadillac Escalade,2010,Pearl Yellow,HW City Works '10
Cadillac Escalade,2010,Pearl Yellow,HW City Works '10
'07 Cadillac Escalade,2010,Light Blue And Purple,Color Shifters Creatures
Dodge Charger SRT8,2010,Metalflake Black,HW City Works '10
Dodge Charger SRT8,2010,Matte Blue,HW City Works '10
Custom '66 GTO Wagon,2010,Metalflake Gray,Garage (Larry's Garage)
Custom '66 GTO Wagon,2010,Metalflake Purple,Garage (Larry's Garage)
Custom '66 GTO Wagon,2010,Metalflake Magenta,Garage (Larry's Garage)
Custom '66 GTO Wagon,2010,Black,Garage 30 Car Set
Custom '66 GTO Wagon,2010,Metalflake Dark Red & Pearl White,HW City Works '10
Custom '66 GTO Wagon,2010,Metalflake Yellow And Pearl White,HW City Works '10
Scorchin' Scooter,2010,Metalflake White,HW City Works '10
Hummer H2,2010,Yellow,HW City Works '10
Hummer H2,2010,Yellow,HW City Works '10
Hummer H2,2010,Metalflake White,HW City Works '10
'09 Ford F-150,2010,Metalflake Light Blue,HW City Works '10
'09 Ford F-150,2010,Bright Red,HW City Works '10
2009 Ford F-150,2010,Metalflake Dark Blue,Monster Jam - Monster Duo
Rescue Ranger,2010,Metalflake Green,HW City Works 10
Rescue Ranger,2010,Metalflake Dark Yellow,HW City Works 10
Rescue Ranger,2010,Red,Monster Jam - Monster Duo
Rescue Ranger,2010,Red,Color Shifters Creatures
GMC Motorhome,2010,Metalflake Orange,Hot Wheels Delivery - Slick Rides
GMC Motor Home,2010,Metalflake Gold,Hot Wheels Delivery - Slick Rides
GMC Motorhome,2010,Metalflake Blue,HW City Works 10
GMC Motorhome,2010,Metalflake Blue,HW City Works 10
Custom '77 Dodge Van,2010,Metalflake Blue,Hot Wheels Delivery - Slick Rides
Custom '77 Dodge Van,2010,Pearl Yellow,Hot Wheels Delivery - Slick Rides
Custom '77 Dodge Van,2010,Pearl White,HW City Works '10
Four-1,2010,Black,HW City Works '10
Mazda Furai,2010,Metalflake Gray,All Stars '10
Mazda Furai,2010,Dark Red,All Stars '10
Scirocco GT 24,2010,Blue,Global All Stars 10
Scirocco GT 24,2010,Blue,All Stars '10
Scirocco GT 24,2010,Dark Red,All Stars '10
Scirocco GT 24,2010,Yellow,Speed Machines
Gallardo LP 560-4,2010,Matte Black,All Stars '10
Gallardo LP 560-4,2010,Matte Black,All Stars '10
Gallardo LP 560-4,2010,Matte White,All Stars '10
Lamborghini Gallardo LP 560-4,2010,Metalflake Blue,Speed Machines
Lamborghini Gallardo LP 560-4,2010,Pearl White,Speed Machines
Citroën C4 Rally,2010,Red,Global All Stars 10
Citroën C4 Rally,2010,Red,Global All Stars 10
Ford Focus RS,2010,Metalflake Light Green,Global All Stars 10
'10 Aston Martin DBS,2010,Silver,All Stars '10
'73 Ford Falcon XB,2010,Bright Yellow,All Stars '10
'73 Ford Falcon XB,2010,Bright Metalflake Blue,All Stars '10
Volkswagen SP2,2010,Metalflake Orange,All Stars '10
Ferrari 430 Scuderia,2010,Yellow,Global All Stars 10
Ferrari 430 Scuderia,2010,Red,Global All Stars 10
Ferrari 308 GTS Quattrovalvole,2010,Metalflake Blue,Global All Stars 10
Ferrari 308 GTS Quattrovalvole,2010,Red,Global All Stars 10
Custom V-8 Vega,2010,Metalflake White,Faster Than Ever '10
Custom V-8 Vega,2010,Metalflake White,Multipack Exclusive
Custom V-8 Vega,2010,Black,Faster Than Ever '10
Custom V-8 Vega,2010,Metalflake Blue,Faster Than Ever '10
Custom V-8 Vega,2010,Metalflake Blue,Multipack Exclusive
Corvette Grand Sport,2010,Yellow,Multipack Exclusive
Corvette Grand Sport,2010,Metalflake Dark Burgundy,Faster Than Ever '10
Corvette Grand Sport,2010,Metalflake Dark Burgundy,Multipack Exclusive
Piledriver,2017,Yellow,HW Daredevils
